archivo,categoria,std_rgb,media_rgb,std_normal,media_azul,media_rojo,media_verde,cociente_rg,desviacion_norma,std_rough,media_rough,std_metallic,media_metallic,phash,ERROR
ceramic_0026.png,ceramic,34.8065,99.0293,61.631,239.8649,122.0592,119.2078,1.0239,0.0547,38.0298,144.5474,,,f82fed2bc38510ca,
ceramic_0027.png,ceramic,19.0089,77.8389,61.3869,238.8156,129.8675,129.977,0.9992,0.0152,38.1249,168.0031,,,9fca43af0f217903,
ceramic_0028.png,ceramic,32.3318,105.9728,59.6675,249.7245,125.8455,129.2911,0.9734,0.019,10.8995,213.8707,,,a77258ce1671a09f,
ceramic_0029.png,ceramic,61.3429,189.4019,59.7763,253.98,127.9926,126.9961,1.0078,0.0067,1.1533,133.3123,,,d5557a556a542b54,
ceramic_0030.png,ceramic,47.2704,137.6727,57.322,248.41,127.4594,127.5553,0.9992,0.0484,14.9253,120.069,,,814db2c8e2fd3d70,
ceramic_0031.png,ceramic,14.4758,60.7722,58.1779,246.9975,132.0023,129.7637,1.0173,0.0272,16.2254,156.1992,,,ed292bc04313f2bb,
ceramic_0032.png,ceramic,34.4519,95.8893,59.2844,240.1644,119.5734,133.6611,0.8946,0.0544,35.7332,145.2669,,,8d16a7367dd090f4,
ceramic_0033.png,ceramic,81.6687,118.2213,59.6048,253.995,127.5651,127.5506,1.0001,0.0079,8.3772,24.9203,,,d78460ae05dd7d0d,
ceramic_0034.png,ceramic,16.2516,120.9922,60.5734,240.2228,128.7129,135.272,0.9515,0.0115,46.1235,70.9632,,,b0b81c2ae32a3b7d,
ceramic_0035.png,ceramic,56.5966,91.5659,60.1095,252.451,126.2423,127.8488,0.9874,0.0101,42.3098,39.3239,,,a3167ca86e3d95c8,
ceramic_0036.png,ceramic,9.9545,129.7464,60.4581,235.9272,127.4899,129.71,0.9829,0.0464,1.9214,191.2663,,,90cccb3cad8aa4e7,
ceramic_0037.png,ceramic,69.1338,108.6935,59.4854,252.913,126.4199,128.3912,0.9846,0.013,30.7403,58.8137,,,a0c5e2f32194d0ff,
ceramic_0038.png,ceramic,12.2784,237.019,64.1715,214.9805,127.4747,127.5191,0.9997,0.0498,8.5967,75.0646,,,fad4b91bcc43e904,
ceramic_0039.png,ceramic,70.8197,86.5342,62.1837,246.0607,125.1538,122.7757,1.0194,0.017,12.7469,60.1728,,,cc0e5b693c3267c6,
ceramic_0040.png,ceramic,14.8424,62.9187,60.4188,247.3347,123.6951,126.3497,0.979,0.0302,14.8163,162.9995,,,8adf1aa36346e643,
ceramic_0041.png,ceramic,67.3542,148.4952,59.3879,253.4738,127.5508,127.5516,1.0,0.0117,18.5752,27.8022,,,ab0abb88f22af58a,
ceramic_0042.png,ceramic,51.069,169.6949,59.4228,250.851,127.4909,127.5392,0.9996,0.0185,58.9855,36.5103,,,f2255d4f100fe327,
ceramic_0043.png,ceramic,30.6654,110.6755,58.8651,249.3994,127.5406,127.4128,1.001,0.0294,17.2525,103.54,,,bc9356f0f6283638,
ceramic_0044.png,ceramic,0.9388,194.2279,59.4586,252.436,126.9127,127.0967,0.9986,0.0166,36.7188,83.6301,,,d355e9a80e76a5a1,
ceramic_0045.png,ceramic,49.0782,132.8731,57.2689,247.8976,127.2543,127.7366,0.9962,0.0527,17.2304,89.9747,,,f5772ec10a9d892a,
ceramic_0046.png,ceramic,82.4636,140.8544,62.0186,246.9841,122.6328,126.2211,0.9716,0.0146,16.081,49.843,,,f05a8e992a552cf9,
ceramic_0047.png,ceramic,57.0673,106.2552,60.0868,254.9597,127.9967,127.0059,1.0078,0.0003,4.7035,77.9675,,,babe7fd0a0090fd0,
ceramic_0048.png,ceramic,3.5244,57.6779,59.5467,253.9015,127.9856,127.9802,1.0,0.0071,6.3341,103.8084,,,aab9046991c2eddb,
ceramic_0049.png,ceramic,20.9177,114.5926,61.1988,251.4997,125.608,128.2478,0.9794,0.002,42.5348,203.6707,,,e8934b7c3952659a,
ceramic_0050.png,ceramic,26.0573,61.8566,60.2134,249.6577,128.7323,128.1172,1.0048,0.0085,28.1978,164.2761,,,a48f19d273237c6c,
ceramic_0051.png,ceramic,42.9798,172.8878,60.3693,247.3073,127.4703,127.5067,0.9997,0.0169,66.9138,43.6483,,,cc547bb20b3eea09,
ceramic_0052.png,ceramic,25.1029,151.8836,48.1517,225.675,127.6681,127.3136,1.0028,0.2176,4.0801,172.6955,,,8c9caf9fc6650c46,
ceramic_0053.png,ceramic,19.9465,72.1471,57.9433,248.8118,127.5249,127.5135,1.0001,0.0459,12.0653,38.5007,,,f370469c2a57d9d0,
ceramic_0054.png,ceramic,0.0,233.0,56.0708,240.981,127.84,127.1618,1.0053,0.0868,2.9096,129.6187,,,8000000000000000,
ceramic_0055.png,ceramic,15.099,81.0431,59.7866,254.6295,127.9892,127.9987,0.9999,0.002,6.0428,123.6507,,,a891b96ae96a6d4c,
ceramic_0056.png,ceramic,9.665,47.7971,59.7732,254.2913,127.6121,127.4899,1.001,0.0055,9.4529,143.9409,,,acb973ac248f9952,
ceramic_0057.png,ceramic,18.2475,195.2094,59.8121,253.9382,127.9769,127.9868,0.9999,0.0037,8.3179,71.7713,,,fbf5e0b858b4e0c0,
ceramic_0058.png,ceramic,45.9391,141.4322,60.3533,249.7385,126.0147,126.4233,0.9968,0.018,11.2472,212.206,,,b6d91c1ace32631e,
ceramic_0059.png,ceramic,10.4502,113.6382,58.9765,251.5502,127.9418,127.0523,1.007,0.0235,14.1523,103.1257,,,a65ee1071aecf330,
ceramic_0060.png,ceramic,12.6711,214.4067,59.0577,248.2112,127.9018,126.084,1.0144,0.0329,32.5751,46.0524,,,e382ce4cd55d883e,
ceramic_0061.png,ceramic,14.444,61.4019,60.1886,246.5824,128.815,123.1244,1.0462,0.0322,4.0352,244.6734,,,9f39dce521b8094e,
ceramic_0062.png,ceramic,75.1879,104.3563,60.0543,254.8143,127.0004,127.9996,0.9922,0.0011,0.9406,104.0586,,,c1e94b4b4b4b65b4,
ceramic_0063.png,ceramic,42.2704,116.2931,57.508,238.2162,131.4833,133.414,0.9855,0.0488,6.6551,240.6457,,,9932ee4e30b7c45c,
ceramic_0064.png,ceramic,25.3247,114.1434,56.989,236.3178,127.6746,128.0464,0.9971,0.0853,8.5075,164.3121,,,fd3105c7c3470b1d,
ceramic_0065.png,ceramic,82.6518,142.6672,60.7026,243.0997,129.214,132.4323,0.9757,0.0077,16.3148,52.356,,,95f06fc6e01bd264,
ceramic_0066.png,ceramic,8.6537,29.527,58.6834,250.8735,127.526,127.5719,0.9996,0.027,9.7479,120.2648,,,9accaf122d29b6cc,
ceramic_0067.png,ceramic,29.01,98.6041,60.3281,239.7744,119.1844,122.0442,0.9766,0.0708,29.068,146.492,,,beac9169216a3d95,
ceramic_0068.png,ceramic,26.0266,95.5715,61.4515,241.6542,127.2622,126.1088,1.0091,0.0226,24.6295,224.5768,,,ccf7c60c70e9aa62,
ceramic_0069.png,ceramic,28.7472,141.1101,49.3417,229.5955,127.3015,127.6662,0.9971,0.1935,7.3133,151.726,,,9f9e0c5b4122f969,
ceramic_0070.png,ceramic,35.9581,116.2528,60.6389,250.0599,125.1905,127.5802,0.9813,0.0132,11.4778,214.2926,,,ff58408979c1bf60,
ceramic_0071.png,ceramic,16.6318,60.271,58.2433,244.9946,124.4772,133.0113,0.9358,0.0422,11.5896,174.4789,,,e74618f826fead80,
ceramic_0072.png,ceramic,21.0267,81.8036,57.4685,236.6159,127.5293,127.4104,1.0009,0.0906,33.9927,151.1717,,,87c9ee1d2e606aa5,
ceramic_0073.png,ceramic,54.161,86.8242,59.1717,250.2328,127.4397,127.5563,0.9991,0.0232,59.2333,36.8028,,,a5d3ce63405f2356,
ceramic_0074.png,ceramic,36.6595,60.0826,60.9555,244.8116,128.8333,127.347,1.0117,0.014,34.4572,175.7677,,,bffb18390442717c,
ceramic_0075.png,ceramic,14.6761,54.0892,59.0609,251.9534,126.9295,127.277,0.9973,0.022,4.1468,37.8,,,d4d72bb47181f1a8,
ceramic_0076.png,ceramic,11.6855,198.0429,60.0543,254.8143,127.0004,127.9996,0.9922,0.0011,0.8515,124.0964,,,80000a0028002000,
ceramic_0077.png,ceramic,42.0218,95.4274,63.8816,246.7099,124.6784,114.1491,1.0922,0.016,40.6282,79.8137,,,b794dee844c7462c,
ceramic_0078.png,ceramic,71.0454,114.8427,60.422,247.784,131.762,124.7367,1.0563,0.0122,15.5324,53.8946,,,e48cdf712171db22,
ceramic_0079.png,ceramic,31.0789,109.6171,58.5177,250.5244,127.4742,127.6926,0.9983,0.0303,7.966,174.3729,,,edcc8c42ca92e3e9,
ceramic_0080.png,ceramic,36.3299,54.1497,59.6343,253.8225,127.9388,127.048,1.007,0.0086,19.0907,59.7849,,,ad081cfb6273f123,
ceramic_0081.png,ceramic,31.6618,94.1934,54.6167,239.7549,135.9364,132.774,1.0238,0.068,29.111,145.6077,,,ba7e74cb88407725,
ceramic_0082.png,ceramic,24.172,95.1933,57.7977,250.8594,129.2964,132.7199,0.9742,0.0187,8.4849,219.7935,,,b5eb2b12189dce83,
ceramic_0083.png,ceramic,43.9221,118.8589,60.2665,238.7873,130.9251,121.7487,1.0754,0.0459,5.7905,244.2136,,,99cee4b33944ac93,
ceramic_0084.png,ceramic,12.4851,54.2378,59.0598,251.9531,126.9289,127.2818,0.9972,0.022,4.2505,37.8405,,,96f6839cdca809ad,
ceramic_0085.png,ceramic,10.9705,100.9498,62.6645,247.2684,122.1053,126.9578,0.9618,0.0061,33.5271,172.2521,,,897fe3118107f656,
ceramic_0086.png,ceramic,0.0,243.0,56.0167,243.4324,127.4286,127.5709,0.9989,0.0799,49.1713,149.4245,,,8000000000000000,
ceramic_0087.png,ceramic,71.1124,147.3264,58.0188,245.6917,132.1402,133.7598,0.9879,0.0203,39.4898,210.5965,,,d492e51f0415f1ed,
ceramic_0088.png,ceramic,100.085,120.9935,60.0606,253.9495,127.9921,127.0126,1.0077,0.0034,8.3318,71.9124,,,f3dd85dd008ac5aa,
ceramic_0089.png,ceramic,57.9732,95.3617,59.3516,252.388,128.539,128.3863,1.0012,0.0114,40.9947,34.7151,,,bad68ed6427950a5,
ceramic_0090.png,ceramic,22.3872,96.4188,45.6224,209.2828,127.8876,126.3213,1.0124,0.3015,14.562,215.7165,,,84b7e7ce21ac8a2e,
ceramic_0091.png,ceramic,66.7211,127.7306,59.7291,253.8955,128.7883,127.3033,1.0117,0.0046,31.6876,87.3284,,,d8479d56b8dce0d0,
ceramic_0092.png,ceramic,10.9625,133.0334,58.7703,250.6322,127.445,127.5416,0.9992,0.027,12.0793,131.1275,,,fca12329f27984e5,
ceramic_0093.png,ceramic,16.7978,155.4875,60.9699,229.3604,126.4333,128.9429,0.9805,0.0553,21.1426,184.3518,,,81d25a5c6a65379d,
ceramic_0094.png,ceramic,57.5559,97.183,59.6604,252.3788,126.5674,128.3733,0.9859,0.0132,43.4571,46.6478,,,c665cad556052bab,
ceramic_0095.png,ceramic,23.5623,80.3139,58.2613,242.4178,128.1252,129.9162,0.9862,0.0458,56.0327,169.4641,,,b59d037c9c5d0d13,
ceramic_0096.png,ceramic,17.3799,88.9337,59.6369,245.0004,127.5894,127.8158,0.9982,0.0303,17.7103,139.8714,,,a33e12e8a7e543a6,
ceramic_0097.png,ceramic,11.8641,118.1738,58.1824,246.6845,129.3297,127.4549,1.0147,0.0386,24.2024,214.0427,,,d9b069d48ece1c1e,
ceramic_0098.png,ceramic,30.2912,100.4964,57.3766,234.9181,128.7205,126.4395,1.018,0.082,65.1158,178.5734,,,c5e9cadf3a081b62,
ceramic_0099.png,ceramic,50.1041,224.1124,59.8525,254.2502,127.9887,126.9962,1.0078,0.005,1.7765,146.082,,,80542a542a552a55,
ceramic_0100.png,ceramic,40.537,159.2021,55.6995,239.4957,125.4032,128.9893,0.9722,0.0998,6.8651,178.8197,,,ffd79880c1919c93,
ceramic_0101.png,ceramic,28.1558,110.1106,57.1172,247.8601,127.5508,127.4591,1.0007,0.0534,7.8181,194.87,,,a67510db14df8275,
ceramic_0102.png,ceramic,25.9935,119.6316,58.922,251.4065,128.5,128.5089,0.9999,0.0175,58.4568,195.234,,,9b26a59171d239ec,
ceramic_0103.png,ceramic,32.8199,33.4554,61.3106,245.3768,127.5036,127.5017,1.0,0.0148,20.1438,117.0432,,,ef70b5d052254f0d,
ceramic_0104.png,ceramic,12.8397,87.9775,57.9143,249.1508,126.5367,128.3959,0.9855,0.0407,14.7897,78.2971,,,f0d46ef23e0185ce,
ceramic_0105.png,ceramic,31.8835,98.1102,58.1703,248.001,127.5419,127.4109,1.001,0.0411,8.2515,203.6211,,,b88f07e678446d8e,
ceramic_0106.png,ceramic,30.8375,150.9147,58.7703,250.6322,127.445,127.5416,0.9992,0.027,12.0794,131.1275,,,fc01eb29917986f1,
ceramic_0107.png,ceramic,20.7945,224.751,58.9481,250.6919,127.3969,127.5278,0.999,0.0246,21.805,141.1307,,,b13447dc690eb8cb,
ceramic_0108.png,ceramic,30.3386,136.4786,58.9602,251.8616,127.0687,128.0122,0.9926,0.0219,0.0,0.0,,,82173c3be5da1c17,
ceramic_0109.png,ceramic,6.281,135.5992,58.4232,247.5303,127.5511,126.4778,1.0085,0.0432,9.1045,69.1858,,,c04be9c9e34be949,
ceramic_0110.png,ceramic,12.8201,222.7291,59.6659,253.222,126.3156,128.2873,0.9846,0.0106,19.0895,14.6771,,,9ff0857121db1a2d,
ceramic_0111.png,ceramic,22.1662,139.0172,59.785,237.4915,132.8217,136.3863,0.9739,0.013,41.2452,165.241,,,bb3f4183cc682976,
ceramic_0112.png,ceramic,13.0049,218.9244,59.8143,254.4568,127.9913,127.9903,1.0,0.0022,12.8024,133.9254,,,c78fe5db621309a4,
ceramic_0113.png,ceramic,4.4932,33.9877,59.694,252.8466,127.2466,126.5078,1.0058,0.0138,5.2389,70.9792,,,8800000000000000,
ceramic_0114.png,ceramic,37.771,162.2829,55.8615,240.1357,125.5243,129.0052,0.973,0.0949,6.9114,178.7836,,,aa35eb688706f62c,
ceramic_0115.png,ceramic,62.8816,127.2742,59.4313,253.2481,128.4696,128.1591,1.0024,0.0082,33.575,78.1946,,,95905e9f38fa2178,
ceramic_0116.png,ceramic,21.2278,204.8268,59.7742,254.2417,127.9998,127.0076,1.0078,0.0058,7.9685,220.7318,,,8f65b0a8cc56e94d,
ceramic_0117.png,ceramic,46.5136,151.4756,61.1614,250.8273,129.9105,122.9497,1.0566,0.0051,0.714,253.2336,,,870f0f0cf8fabc05,
ceramic_0118.png,ceramic,56.9912,127.5408,60.0536,254.8143,127.9959,127.0042,1.0078,0.0011,1.071,120.9809,,,9c926765939c6c66,
ceramic_0119.png,ceramic,15.2252,73.3169,67.0124,207.4784,130.7628,126.3462,1.035,0.0169,55.0302,152.4096,,,ba2a6e254555b56a,
ceramic_0120.png,ceramic,32.089,182.6757,57.0811,246.0031,127.4723,127.3516,1.0009,0.0625,13.9443,135.6951,,,aa58bb28fa34cd2a,
ceramic_0121.png,ceramic,39.5486,129.7397,59.289,252.9788,127.9221,127.0757,1.0067,0.0155,9.2078,136.0841,,,ae9c0d7b95a269a8,
ceramic_0122.png,ceramic,3.4406,180.2445,59.694,252.8466,127.2466,126.5078,1.0058,0.0138,5.2389,70.9792,,,a6dd99ffe8028292,
ceramic_0123.png,ceramic,2.7316,214.5972,62.0415,233.2748,127.4893,127.511,0.9998,0.0362,4.5352,182.528,,,a78482e1ef1cad1d,
ceramic_0124.png,ceramic,59.8236,115.712,59.4393,251.4932,127.4375,127.3865,1.0004,0.0172,44.2517,93.2767,,,c4acb3bb17628936,
ceramic_0125.png,ceramic,65.3898,135.0959,58.2353,250.7279,127.6192,129.135,0.9883,0.0291,43.2491,57.5375,,,c9a559c4c7c14c3f,
ceramic_0126.png,ceramic,7.3503,186.9091,60.082,254.9536,127.0154,127.9962,0.9923,0.0004,1.7286,158.7348,,,d56245654cfde831,
ceramic_0127.png,ceramic,38.7227,54.3405,59.3129,253.1771,127.8727,127.1338,1.0058,0.0137,11.8391,211.8181,,,bbfe91fe91449140,
ceramic_0128.png,ceramic,6.3324,71.4778,60.082,254.9536,127.0154,127.9962,0.9923,0.0004,2.2323,168.5047,,,809537fe538cf42a,
ceramic_0129.png,ceramic,42.0378,130.4958,58.9971,238.1359,133.4171,132.3889,1.0078,0.029,33.7393,149.706,,,81803ef9521ea7e7,
ceramic_0130.png,ceramic,20.8952,144.3065,59.158,250.0879,127.3275,127.6012,0.9979,0.0249,62.4888,35.2584,,,f1f35b858326446d,
ceramic_0131.png,ceramic,45.3025,123.7398,61.0557,238.2228,120.5816,127.7659,0.9438,0.048,47.3024,124.0725,,,e6e0593d928e7463,
ceramic_0132.png,ceramic,6.5843,202.1805,60.0761,254.9385,127.0156,127.9995,0.9923,0.0005,1.5676,164.0699,,,f6509935e13ed522,
ceramic_0133.png,ceramic,48.1048,123.6168,62.3024,238.3247,121.5655,123.4547,0.9847,0.0397,7.4233,240.5516,,,ed2520dac33d651b,
ceramic_0134.png,ceramic,53.4518,135.9651,60.0543,254.8143,127.0004,127.9996,0.9922,0.0011,0.9433,124.4594,,,cb1a36c5c94ea6b4,
ceramic_0135.png,ceramic,13.1155,139.0344,63.935,221.871,128.9823,125.5673,1.0272,0.0358,18.919,190.3392,,,a3e0583b31e7c44f,
ceramic_0136.png,ceramic,29.31,139.1606,62.3863,235.3215,117.6591,138.1361,0.8518,0.0215,23.8948,201.6889,,,8e8c8d60567658fd,
ceramic_0137.png,ceramic,43.2071,208.4971,60.0531,254.8143,127.9978,127.0038,1.0078,0.0011,1.1111,124.1489,,,a800820082002a00,
ceramic_0138.png,ceramic,44.6326,140.9372,59.7638,249.4562,128.6453,126.1779,1.0196,0.0193,11.0929,212.5036,,,cdd0d32f5403f562,
ceramic_0139.png,ceramic,14.8782,49.58,59.133,252.1365,126.953,127.2801,0.9974,0.0206,4.4296,37.8373,,,d28965ee69b241e5,
ceramic_0140.png,ceramic,10.7915,42.8691,51.8749,231.0351,126.826,128.0473,0.9905,0.1653,11.4386,173.6713,,,d9ed44b2467724ca,
ceramic_0141.png,ceramic,7.0141,1.7903,65.4499,217.1966,122.1604,132.5937,0.9213,0.0243,47.9866,166.1896,,,851eb436a552ad9e,
ceramic_0142.png,ceramic,36.0613,57.8381,62.4254,242.0758,126.2248,128.0874,0.9855,0.0081,36.4838,155.7781,,,eb0e3b66a5624a39,
ceramic_0143.png,ceramic,15.7217,65.8794,57.5572,247.8111,129.7386,131.9703,0.9831,0.0318,8.9509,193.4445,,,a59eba4615d76544,
ceramic_0144.png,ceramic,1.4815,182.1088,59.5959,253.37,127.0036,127.0041,1.0,0.0127,4.1965,93.1286,,,e71813d036ade9f0,
ceramic_0145.png,ceramic,24.9377,200.3948,59.4913,253.712,127.5485,127.5536,1.0,0.0099,16.3948,91.877,,,9baa7f887a82dc0a,
ceramic_0146.png,ceramic,45.2296,89.3503,60.0543,254.8143,127.0004,127.9996,0.9922,0.0011,1.0255,125.1335,,,c73865c718c792c7,
ceramic_0147.png,ceramic,56.0523,72.8963,60.0543,254.8143,127.0004,127.9996,0.9922,0.0011,1.0527,125.2136,,,dd5b363c9865341a,
ceramic_0148.png,ceramic,88.6185,180.4765,60.0543,254.8143,127.0004,127.9996,0.9922,0.0011,1.2175,124.1024,,,8a007f00a000a000,
ceramic_0149.png,ceramic,10.307,242.6071,56.869,247.9458,127.5089,127.4888,1.0002,0.0547,28.2392,185.9511,,,84bf53ec1cdb0307,
ceramic_0150.png,ceramic,13.7869,117.1188,62.3867,230.9419,125.3428,128.7907,0.9732,0.0356,20.9977,185.7998,,,b34cc820e4ceee9b,
ceramic_0151.png,ceramic,11.2348,174.8778,59.9679,254.8541,127.8049,127.6581,1.0012,0.0007,6.0683,112.3393,,,e80f991fc46cea38,
ceramic_0152.png,ceramic,19.5972,21.5233,63.833,223.3377,126.8861,128.0544,0.9909,0.0323,45.0718,168.2572,,,c5473c1ac6e909b7,
ceramic_0153.png,ceramic,56.0998,91.3182,60.3647,242.7332,130.5456,132.5147,0.9851,0.0089,15.6701,55.3297,,,d55d3928cda8d750,
ceramic_0154.png,ceramic,13.3445,204.7308,60.084,254.9574,127.0077,128.0019,0.9922,0.0003,3.4643,127.67,,,bb1a7008b5d5a967,
ceramic_0155.png,ceramic,42.5268,142.3159,56.9959,246.9646,127.5733,127.4229,1.0012,0.0586,12.2917,117.6897,,,ae9b8ac69ce199e0,
ceramic_0156.png,ceramic,60.8523,180.1014,60.0543,254.8143,127.0004,127.9996,0.9922,0.0011,0.7916,124.2128,,,ee9b91649a9bcc24,
ceramic_0157.png,ceramic,65.1069,142.2434,60.0543,254.8143,127.0004,127.9996,0.9922,0.0011,1.0009,124.5549,,,dffe2800f5ff8200,
ceramic_0158.png,ceramic,66.9611,103.7218,61.6593,250.9141,127.8726,122.7224,1.042,0.005,14.7145,57.7007,,,8e1cc59d62594df2,
ceramic_0159.png,ceramic,44.2864,162.3131,57.3911,246.4111,127.6527,127.7442,0.9993,0.0519,12.1843,132.2222,,,c03e1199f31dd3e2,
ceramic_0160.png,ceramic,22.53,27.2039,58.9337,250.1808,127.3422,127.4707,0.999,0.0263,14.4311,141.9329,,,c400e7af0b9f69a5,
ceramic_0161.png,ceramic,53.1705,101.6274,57.4686,242.3873,127.4707,128.5886,0.9913,0.0664,46.9726,108.8276,,,e0e6890ada85adeb,
ceramic_0162.png,ceramic,14.6245,53.6326,59.4582,252.4359,126.9129,127.0976,0.9985,0.0166,36.8048,85.162,,,c07935c11be369e9,
ceramic_0163.png,ceramic,25.8248,44.1044,63.3422,227.3237,128.8073,128.7222,1.0007,0.0235,45.1435,160.6417,,,eb03932439312ff9,
ceramic_0164.png,ceramic,39.3809,103.8273,54.3063,240.6813,127.5873,137.6033,0.9272,0.0848,4.7209,169.9498,,,9de789907064735d,
ceramic_0165.png,ceramic,68.4574,106.1943,59.0776,252.7641,127.4381,127.5419,0.9992,0.0175,20.6057,41.2973,,,91aa5fa86fa23ba0,
ceramic_0166.png,ceramic,0.9501,194.2462,59.6549,252.8859,126.8446,127.1773,0.9974,0.0131,32.4483,101.8485,,,969f7dbe4c0c8829,
ceramic_0167.png,ceramic,65.0496,225.0056,58.221,247.8118,128.1089,126.8885,1.0096,0.0439,23.5512,113.9398,,,b376c715f9029b84,
ceramic_0168.png,ceramic,54.8205,185.036,60.0143,254.7724,127.5063,127.5068,1.0,0.0017,20.755,35.221,,,9be5b491f464d413,
ceramic_0169.png,ceramic,35.5572,127.851,59.1485,252.82,127.5842,127.5312,1.0004,0.0163,16.9198,93.7895,,,c627bfa11ecc8b11,
ceramic_0170.png,ceramic,28.6093,50.1185,59.789,250.8563,128.7233,128.1627,1.0044,0.01,36.3899,177.5619,,,9a6fc08fc315b2c5,
ceramic_0171.png,ceramic,10.6527,145.0187,60.082,254.9536,127.0154,127.9962,0.9923,0.0004,3.1016,139.7615,,,d58849b934e99673,
ceramic_0172.png,ceramic,31.871,145.1595,56.6319,242.382,125.4851,128.937,0.9732,0.0827,4.55,176.8145,,,fa339527d6309585,
ceramic_0173.png,ceramic,14.7831,64.0602,59.1449,246.5974,131.1125,123.3785,1.0627,0.0363,19.3023,139.9809,,,c915165be26956bc,
ceramic_0174.png,ceramic,20.4775,214.9005,58.1966,248.9342,127.7331,127.6552,1.0006,0.0371,8.914,141.4811,,,d2411c7ab123f37a,
ceramic_0175.png,ceramic,62.9808,120.8891,59.7763,253.98,127.9926,126.9961,1.0078,0.0067,1.4688,133.2508,,,d5803f803f8a3faa,
