filename,original_category,cluster_id,functional_group,needs_review
ceramic_0120.png,ceramic,22,ceramic_ground,False
ceramic_0121.png,ceramic,15,ceramic_ground,False
ceramic_0122.png,ceramic,33,ceramic_ground,False
ceramic_0123.png,ceramic,15,ceramic_ground,False
ceramic_0124.png,ceramic,-1,mixed_ambiguous,True
ceramic_0125.png,ceramic,15,ceramic_ground,False
ceramic_0126.png,ceramic,26,wood,False
ceramic_0127.png,ceramic,15,ceramic_ground,False
ceramic_0128.png,ceramic,26,wood,False
ceramic_0129.png,ceramic,5,mixed_ambiguous,False
ceramic_0130.png,ceramic,8,wood,False
ceramic_0131.png,ceramic,5,mixed_ambiguous,False
ceramic_0132.png,ceramic,33,ceramic_ground,False
ceramic_0133.png,ceramic,5,mixed_ambiguous,False
ceramic_0135.png,ceramic,-1,mixed_ambiguous,True
ceramic_0136.png,ceramic,14,concrete_plaster,False
ceramic_0138.png,ceramic,0,mixed_ambiguous,False
ceramic_0139.png,ceramic,34,ceramic_ground,False
ceramic_0140.png,ceramic,16,ceramic_ground,False
ceramic_0141.png,ceramic,23,stone_rough,False
ceramic_0142.png,ceramic,5,mixed_ambiguous,False
ceramic_0143.png,ceramic,11,ceramic_ground,False
ceramic_0144.png,ceramic,33,ceramic_ground,False
ceramic_0145.png,ceramic,-1,mixed_ambiguous,True
ceramic_0149.png,ceramic,33,ceramic_ground,False
ceramic_0150.png,ceramic,-1,mixed_ambiguous,True
ceramic_0151.png,ceramic,10,marble_smooth,False
ceramic_0152.png,ceramic,-1,mixed_ambiguous,True
ceramic_0153.png,ceramic,-1,mixed_ambiguous,True
ceramic_0154.png,ceramic,26,wood,False
ceramic_0155.png,ceramic,16,ceramic_ground,False
ceramic_0158.png,ceramic,-1,mixed_ambiguous,True
ceramic_0159.png,ceramic,22,ceramic_ground,False
ceramic_0160.png,ceramic,22,ceramic_ground,False
ceramic_0161.png,ceramic,7,ceramic_ground,False
ceramic_0162.png,ceramic,33,ceramic_ground,False
ceramic_0163.png,ceramic,2,stone_rough,False
ceramic_0164.png,ceramic,8,wood,False
ceramic_0165.png,ceramic,15,ceramic_ground,False
ceramic_0166.png,ceramic,15,ceramic_ground,False
ceramic_0167.png,ceramic,16,ceramic_ground,False
ceramic_0168.png,ceramic,16,ceramic_ground,False
ceramic_0169.png,ceramic,-1,mixed_ambiguous,True
ceramic_0170.png,ceramic,5,mixed_ambiguous,False
ceramic_0171.png,ceramic,26,wood,False
ceramic_0172.png,ceramic,34,ceramic_ground,False
ceramic_0173.png,ceramic,11,ceramic_ground,False
ceramic_0174.png,ceramic,-1,mixed_ambiguous,True
ceramic_0176.png,ceramic,7,ceramic_ground,False
ceramic_0177.png,ceramic,0,mixed_ambiguous,False
ceramic_0178.png,ceramic,20,brick_terracotta,False
ceramic_0179.png,ceramic,1,mixed_ambiguous,False
ceramic_0180.png,ceramic,26,wood,False
ceramic_0181.png,ceramic,34,ceramic_ground,False
ceramic_0182.png,ceramic,-1,mixed_ambiguous,True
ceramic_0183.png,ceramic,1,mixed_ambiguous,False
ceramic_0184.png,ceramic,11,ceramic_ground,False
ceramic_0185.png,ceramic,7,ceramic_ground,False
ceramic_0186.png,ceramic,33,ceramic_ground,False
ceramic_0187.png,ceramic,12,stone_rough,False
ceramic_0190.png,ceramic,34,ceramic_ground,False
ceramic_0191.png,ceramic,16,ceramic_ground,False
ceramic_0192.png,ceramic,22,ceramic_ground,False
ceramic_0193.png,ceramic,34,ceramic_ground,False
ceramic_0194.png,ceramic,26,wood,False
ceramic_0195.png,ceramic,8,wood,False
ceramic_0196.png,ceramic,2,stone_rough,False
ceramic_0197.png,ceramic,26,wood,False
ceramic_0198.png,ceramic,10,marble_smooth,False
ceramic_0199.png,ceramic,1,mixed_ambiguous,False
ceramic_0200.png,ceramic,33,ceramic_ground,False
ceramic_0201.png,ceramic,-1,mixed_ambiguous,True
ceramic_0202.png,ceramic,34,ceramic_ground,False
ceramic_0203.png,ceramic,11,ceramic_ground,False
ceramic_0204.png,ceramic,34,ceramic_ground,False
ceramic_0205.png,ceramic,-1,mixed_ambiguous,True
ceramic_0206.png,ceramic,-1,mixed_ambiguous,True
ceramic_0207.png,ceramic,33,ceramic_ground,False
ceramic_0208.png,ceramic,21,brick_terracotta,False
ceramic_0209.png,ceramic,-1,mixed_ambiguous,True
ceramic_0210.png,ceramic,22,ceramic_ground,False
ceramic_0211.png,ceramic,7,ceramic_ground,False
ceramic_0213.png,ceramic,14,concrete_plaster,False
ceramic_0214.png,ceramic,2,stone_rough,False
ceramic_0215.png,ceramic,15,ceramic_ground,False
ceramic_0216.png,ceramic,11,ceramic_ground,False
ceramic_0217.png,ceramic,14,concrete_plaster,False
ceramic_0218.png,ceramic,7,ceramic_ground,False
ceramic_0219.png,ceramic,34,ceramic_ground,False
ceramic_0220.png,ceramic,-1,mixed_ambiguous,True
ceramic_0221.png,ceramic,33,ceramic_ground,False
ceramic_0223.png,ceramic,26,wood,False
ceramic_0224.png,ceramic,8,wood,False
ceramic_0225.png,ceramic,33,ceramic_ground,False
ceramic_0226.png,ceramic,34,ceramic_ground,False
ceramic_0227.png,ceramic,-1,mixed_ambiguous,True
ceramic_0228.png,ceramic,5,mixed_ambiguous,False
ceramic_0229.png,ceramic,0,mixed_ambiguous,False
ceramic_0230.png,ceramic,16,ceramic_ground,False
ceramic_0231.png,ceramic,-1,mixed_ambiguous,True
ceramic_0232.png,ceramic,11,ceramic_ground,False
ceramic_0233.png,ceramic,0,mixed_ambiguous,False
ceramic_0234.png,ceramic,-1,mixed_ambiguous,True
ceramic_0235.png,ceramic,5,mixed_ambiguous,False
ceramic_0236.png,ceramic,-1,mixed_ambiguous,True
ceramic_0237.png,ceramic,16,ceramic_ground,False
ceramic_0238.png,ceramic,11,ceramic_ground,False
ceramic_0239.png,ceramic,8,wood,False
ceramic_0240.png,ceramic,-1,mixed_ambiguous,True
ceramic_0241.png,ceramic,22,ceramic_ground,False
ceramic_0243.png,ceramic,-1,mixed_ambiguous,True
ceramic_0244.png,ceramic,33,ceramic_ground,False
ceramic_0245.png,ceramic,8,wood,False
ceramic_0246.png,ceramic,16,ceramic_ground,False
ceramic_0247.png,ceramic,8,wood,False
ceramic_0249.png,ceramic,11,ceramic_ground,False
ceramic_0250.png,ceramic,0,mixed_ambiguous,False
ceramic_0251.png,ceramic,15,ceramic_ground,False
ceramic_0252.png,ceramic,14,concrete_plaster,False
ceramic_0253.png,ceramic,32,metal,False
ceramic_0254.png,ceramic,16,ceramic_ground,False
ceramic_0256.png,ceramic,0,mixed_ambiguous,False
ceramic_0258.png,ceramic,25,metal,False
ceramic_0259.png,ceramic,5,mixed_ambiguous,False
ceramic_0260.png,ceramic,5,mixed_ambiguous,False
ceramic_0261.png,ceramic,21,brick_terracotta,False
ceramic_0262.png,ceramic,7,ceramic_ground,False
ceramic_0263.png,ceramic,3,metal,False
ceramic_0264.png,ceramic,15,ceramic_ground,False
ceramic_0265.png,ceramic,5,mixed_ambiguous,False
ceramic_0266.png,ceramic,5,mixed_ambiguous,False
ceramic_0269.png,ceramic,-1,mixed_ambiguous,True
ceramic_0270.png,ceramic,-1,mixed_ambiguous,True
ceramic_0271.png,ceramic,16,ceramic_ground,False
ceramic_0274.png,ceramic,16,ceramic_ground,False
ceramic_0275.png,ceramic,6,wood,False
ceramic_0276.png,ceramic,10,marble_smooth,False
ceramic_0277.png,ceramic,4,wood,False
ceramic_0278.png,ceramic,8,wood,False
ceramic_0279.png,ceramic,16,ceramic_ground,False
ceramic_0280.png,ceramic,1,mixed_ambiguous,False
ceramic_0281.png,ceramic,15,ceramic_ground,False
ceramic_0282.png,ceramic,11,ceramic_ground,False
ceramic_0284.png,ceramic,2,stone_rough,False
ceramic_0285.png,ceramic,34,ceramic_ground,False
ceramic_0286.png,ceramic,14,concrete_plaster,False
ceramic_0287.png,ceramic,34,ceramic_ground,False
ceramic_0288.png,ceramic,33,ceramic_ground,False
ceramic_0289.png,ceramic,13,stone_rough,False
ceramic_0290.png,ceramic,15,ceramic_ground,False
ceramic_0291.png,ceramic,15,ceramic_ground,False
ceramic_0292.png,ceramic,29,stone_rough,False
ceramic_0293.png,ceramic,5,mixed_ambiguous,False
ceramic_0294.png,ceramic,16,ceramic_ground,False
ceramic_0295.png,ceramic,8,wood,False
ceramic_0296.png,ceramic,33,ceramic_ground,False
ceramic_0297.png,ceramic,34,ceramic_ground,False
ceramic_0298.png,ceramic,11,ceramic_ground,False
ceramic_0300.png,ceramic,34,ceramic_ground,False
ceramic_0301.png,ceramic,5,mixed_ambiguous,False
ceramic_0302.png,ceramic,5,mixed_ambiguous,False
ceramic_0304.png,ceramic,5,mixed_ambiguous,False
ceramic_0305.png,ceramic,22,ceramic_ground,False
ceramic_0306.png,ceramic,5,mixed_ambiguous,False
ceramic_0307.png,ceramic,5,mixed_ambiguous,False
ceramic_0308.png,ceramic,15,ceramic_ground,False
ceramic_0309.png,ceramic,22,ceramic_ground,False
ceramic_0310.png,ceramic,5,mixed_ambiguous,False
ceramic_0311.png,ceramic,34,ceramic_ground,False
ceramic_0312.png,ceramic,2,stone_rough,False
ceramic_0313.png,ceramic,2,stone_rough,False
ceramic_0314.png,ceramic,15,ceramic_ground,False
ceramic_0315.png,ceramic,5,mixed_ambiguous,False
ceramic_0316.png,ceramic,6,wood,False
ceramic_0317.png,ceramic,15,ceramic_ground,False
ceramic_0319.png,ceramic,33,ceramic_ground,False
ceramic_0320.png,ceramic,5,mixed_ambiguous,False
ceramic_0321.png,ceramic,14,concrete_plaster,False
ceramic_0322.png,ceramic,5,mixed_ambiguous,False
ceramic_0323.png,ceramic,10,marble_smooth,False
ceramic_0324.png,ceramic,11,ceramic_ground,False
ceramic_0325.png,ceramic,33,ceramic_ground,False
ceramic_0327.png,ceramic,5,mixed_ambiguous,False
ceramic_0328.png,ceramic,16,ceramic_ground,False
ceramic_0330.png,ceramic,16,ceramic_ground,False
ceramic_0331.png,ceramic,10,marble_smooth,False
ceramic_0332.png,ceramic,1,mixed_ambiguous,False
ceramic_0333.png,ceramic,-1,mixed_ambiguous,True
ceramic_0334.png,ceramic,-1,mixed_ambiguous,True
ceramic_0335.png,ceramic,34,ceramic_ground,False
ceramic_0336.png,ceramic,-1,mixed_ambiguous,True
ceramic_0337.png,ceramic,-1,mixed_ambiguous,True
ceramic_0338.png,ceramic,10,marble_smooth,False
ceramic_0339.png,ceramic,5,mixed_ambiguous,False
ceramic_0340.png,ceramic,8,wood,False
ceramic_0341.png,ceramic,11,ceramic_ground,False
ceramic_0342.png,ceramic,16,ceramic_ground,False
ceramic_0343.png,ceramic,-1,mixed_ambiguous,True
ceramic_0345.png,ceramic,10,marble_smooth,False
ceramic_0346.png,ceramic,14,concrete_plaster,False
ceramic_0348.png,ceramic,26,wood,False
ceramic_0349.png,ceramic,26,wood,False
ceramic_0350.png,ceramic,34,ceramic_ground,False
ceramic_0351.png,ceramic,16,ceramic_ground,False
ceramic_0352.png,ceramic,33,ceramic_ground,False
ceramic_0353.png,ceramic,34,ceramic_ground,False
ceramic_0354.png,ceramic,0,mixed_ambiguous,False
ceramic_0355.png,ceramic,-1,mixed_ambiguous,True
ceramic_0356.png,ceramic,5,mixed_ambiguous,False
ceramic_0357.png,ceramic,2,stone_rough,False
ceramic_0358.png,ceramic,16,ceramic_ground,False
ceramic_0359.png,ceramic,-1,mixed_ambiguous,True
ceramic_0360.png,ceramic,-1,mixed_ambiguous,True
ceramic_0362.png,ceramic,33,ceramic_ground,False
ceramic_0364.png,ceramic,10,marble_smooth,False
ceramic_0365.png,ceramic,13,stone_rough,False
ceramic_0366.png,ceramic,0,mixed_ambiguous,False
ceramic_0367.png,ceramic,14,concrete_plaster,False
ceramic_0369.png,ceramic,15,ceramic_ground,False
ceramic_0370.png,ceramic,-1,mixed_ambiguous,True
ceramic_0371.png,ceramic,11,ceramic_ground,False
ceramic_0372.png,ceramic,5,mixed_ambiguous,False
ceramic_0373.png,ceramic,0,mixed_ambiguous,False
ceramic_0375.png,ceramic,8,wood,False
ceramic_0376.png,ceramic,11,ceramic_ground,False
ceramic_0377.png,ceramic,-1,mixed_ambiguous,True
ceramic_0378.png,ceramic,14,concrete_plaster,False
ceramic_0379.png,ceramic,-1,mixed_ambiguous,True
ceramic_0380.png,ceramic,7,ceramic_ground,False
ceramic_0381.png,ceramic,-1,mixed_ambiguous,True
ceramic_0382.png,ceramic,-1,mixed_ambiguous,True
ceramic_0383.png,ceramic,-1,mixed_ambiguous,True
ceramic_0384.png,ceramic,7,ceramic_ground,False
ceramic_0385.png,ceramic,-1,mixed_ambiguous,True
ceramic_0386.png,ceramic,33,ceramic_ground,False
ceramic_0387.png,ceramic,-1,mixed_ambiguous,True
ceramic_0388.png,ceramic,34,ceramic_ground,False
ceramic_0389.png,ceramic,-1,mixed_ambiguous,True
ceramic_0390.png,ceramic,10,marble_smooth,False
ceramic_0391.png,ceramic,-1,mixed_ambiguous,True
ceramic_0392.png,ceramic,33,ceramic_ground,False
ceramic_0393.png,ceramic,16,ceramic_ground,False
ceramic_0395.png,ceramic,5,mixed_ambiguous,False
ceramic_0396.png,ceramic,22,ceramic_ground,False
ceramic_0397.png,ceramic,-1,mixed_ambiguous,True
ceramic_0398.png,ceramic,34,ceramic_ground,False
ceramic_0399.png,ceramic,34,ceramic_ground,False
ceramic_0400.png,ceramic,15,ceramic_ground,False
ceramic_0401.png,ceramic,16,ceramic_ground,False
ceramic_0402.png,ceramic,2,stone_rough,False
ceramic_0403.png,ceramic,1,mixed_ambiguous,False
ceramic_0404.png,ceramic,15,ceramic_ground,False
ceramic_0405.png,ceramic,8,wood,False
ceramic_0406.png,ceramic,5,mixed_ambiguous,False
ceramic_0407.png,ceramic,8,wood,False
ceramic_0408.png,ceramic,34,ceramic_ground,False
ceramic_0409.png,ceramic,33,ceramic_ground,False
ceramic_0410.png,ceramic,13,stone_rough,False
ceramic_0411.png,ceramic,26,wood,False
ceramic_0412.png,ceramic,5,mixed_ambiguous,False
ceramic_0413.png,ceramic,15,ceramic_ground,False
ceramic_0414.png,ceramic,34,ceramic_ground,False
ceramic_0415.png,ceramic,14,concrete_plaster,False
ceramic_0416.png,ceramic,14,concrete_plaster,False
ceramic_0417.png,ceramic,33,ceramic_ground,False
ceramic_0418.png,ceramic,-1,mixed_ambiguous,True
ceramic_0419.png,ceramic,15,ceramic_ground,False
ceramic_0420.png,ceramic,20,brick_terracotta,False
ceramic_0421.png,ceramic,2,stone_rough,False
ceramic_0422.png,ceramic,34,ceramic_ground,False
ceramic_0423.png,ceramic,14,concrete_plaster,False
ceramic_0424.png,ceramic,34,ceramic_ground,False
ceramic_0425.png,ceramic,1,mixed_ambiguous,False
ceramic_0427.png,ceramic,16,ceramic_ground,False
ceramic_0429.png,ceramic,7,ceramic_ground,False
ceramic_0430.png,ceramic,16,ceramic_ground,False
ceramic_0431.png,ceramic,34,ceramic_ground,False
ceramic_0432.png,ceramic,16,ceramic_ground,False
ceramic_0433.png,ceramic,11,ceramic_ground,False
ceramic_0434.png,ceramic,-1,mixed_ambiguous,True
ceramic_0435.png,ceramic,8,wood,False
ceramic_0436.png,ceramic,1,mixed_ambiguous,False
ceramic_0437.png,ceramic,14,concrete_plaster,False
ceramic_0438.png,ceramic,8,wood,False
ceramic_0439.png,ceramic,34,ceramic_ground,False
ceramic_0440.png,ceramic,5,mixed_ambiguous,False
ceramic_0441.png,ceramic,34,ceramic_ground,False
ceramic_0443.png,ceramic,-1,mixed_ambiguous,True
ceramic_0444.png,ceramic,6,wood,False
ceramic_0446.png,ceramic,5,mixed_ambiguous,False
ceramic_0447.png,ceramic,15,ceramic_ground,False
ceramic_0448.png,ceramic,-1,mixed_ambiguous,True
ceramic_0449.png,ceramic,8,wood,False
ceramic_0451.png,ceramic,-1,mixed_ambiguous,True
ceramic_0452.png,ceramic,5,mixed_ambiguous,False
ceramic_0453.png,ceramic,11,ceramic_ground,False
ceramic_0454.png,ceramic,14,concrete_plaster,False
ceramic_0455.png,ceramic,-1,mixed_ambiguous,True
ceramic_0456.png,ceramic,-1,mixed_ambiguous,True
ceramic_0457.png,ceramic,34,ceramic_ground,False
ceramic_0458.png,ceramic,21,brick_terracotta,False
ceramic_0459.png,ceramic,12,stone_rough,False
ceramic_0460.png,ceramic,5,mixed_ambiguous,False
ceramic_0462.png,ceramic,15,ceramic_ground,False
ceramic_0463.png,ceramic,15,ceramic_ground,False
ceramic_0464.png,ceramic,5,mixed_ambiguous,False
ceramic_0465.png,ceramic,16,ceramic_ground,False
ceramic_0467.png,ceramic,23,stone_rough,False
ceramic_0469.png,ceramic,-1,mixed_ambiguous,True
ceramic_0470.png,ceramic,-1,mixed_ambiguous,True
ceramic_0471.png,ceramic,10,marble_smooth,False
ceramic_0472.png,ceramic,2,stone_rough,False
ceramic_0473.png,ceramic,5,mixed_ambiguous,False
ceramic_0475.png,ceramic,16,ceramic_ground,False
ceramic_0476.png,ceramic,33,ceramic_ground,False
ceramic_0477.png,ceramic,-1,mixed_ambiguous,True
ceramic_0478.png,ceramic,4,wood,False
ceramic_0479.png,ceramic,10,marble_smooth,False
ceramic_0480.png,ceramic,17,stone_rough,False
ceramic_0481.png,ceramic,-1,mixed_ambiguous,True
ceramic_0482.png,ceramic,0,mixed_ambiguous,False
ceramic_0483.png,ceramic,5,mixed_ambiguous,False
ceramic_0484.png,ceramic,33,ceramic_ground,False
ceramic_0485.png,ceramic,16,ceramic_ground,False
ceramic_0486.png,ceramic,16,ceramic_ground,False
ceramic_0487.png,ceramic,21,brick_terracotta,False
ceramic_0488.png,ceramic,8,wood,False
ceramic_0489.png,ceramic,15,ceramic_ground,False
ceramic_0490.png,ceramic,-1,mixed_ambiguous,True
ceramic_0491.png,ceramic,-1,mixed_ambiguous,True
ceramic_0492.png,ceramic,-1,mixed_ambiguous,True
ceramic_0493.png,ceramic,-1,mixed_ambiguous,True
ceramic_0494.png,ceramic,-1,mixed_ambiguous,True
ceramic_0495.png,ceramic,0,mixed_ambiguous,False
ceramic_0496.png,ceramic,34,ceramic_ground,False
ceramic_0497.png,ceramic,-1,mixed_ambiguous,True
ceramic_0498.png,ceramic,5,mixed_ambiguous,False
ceramic_0499.png,ceramic,-1,mixed_ambiguous,True
ceramic_0500.png,ceramic,5,mixed_ambiguous,False
ceramic_0501.png,ceramic,33,ceramic_ground,False
ceramic_0503.png,ceramic,5,mixed_ambiguous,False
ceramic_0504.png,ceramic,-1,mixed_ambiguous,True
ceramic_0505.png,ceramic,16,ceramic_ground,False
ceramic_0506.png,ceramic,7,ceramic_ground,False
ceramic_0507.png,ceramic,-1,mixed_ambiguous,True
ceramic_0508.png,ceramic,13,stone_rough,False
ceramic_0509.png,ceramic,16,ceramic_ground,False
ceramic_0510.png,ceramic,-1,mixed_ambiguous,True
ceramic_0511.png,ceramic,15,ceramic_ground,False
ceramic_0512.png,ceramic,14,concrete_plaster,False
ceramic_0513.png,ceramic,15,ceramic_ground,False
ceramic_0514.png,ceramic,5,mixed_ambiguous,False
ceramic_0515.png,ceramic,-1,mixed_ambiguous,True
ceramic_0516.png,ceramic,5,mixed_ambiguous,False
ceramic_0518.png,ceramic,5,mixed_ambiguous,False
ceramic_0519.png,ceramic,15,ceramic_ground,False
ceramic_0520.png,ceramic,10,marble_smooth,False
ceramic_0521.png,ceramic,33,ceramic_ground,False
ceramic_0522.png,ceramic,16,ceramic_ground,False
ceramic_0523.png,ceramic,11,ceramic_ground,False
ceramic_0524.png,ceramic,-1,mixed_ambiguous,True
ceramic_0525.png,ceramic,-1,mixed_ambiguous,True
ceramic_0526.png,ceramic,16,ceramic_ground,False
ceramic_0527.png,ceramic,34,ceramic_ground,False
ceramic_0528.png,ceramic,1,mixed_ambiguous,False
ceramic_0529.png,ceramic,34,ceramic_ground,False
ceramic_0530.png,ceramic,10,marble_smooth,False
ceramic_0532.png,ceramic,36,mixed_ambiguous,False
ceramic_0533.png,ceramic,5,mixed_ambiguous,False
ceramic_0534.png,ceramic,11,ceramic_ground,False
ceramic_0535.png,ceramic,7,ceramic_ground,False
ceramic_0537.png,ceramic,8,wood,False
ceramic_0538.png,ceramic,16,ceramic_ground,False
ceramic_0539.png,ceramic,22,ceramic_ground,False
ceramic_0540.png,ceramic,14,concrete_plaster,False
ceramic_0541.png,ceramic,33,ceramic_ground,False
ceramic_0543.png,ceramic,11,ceramic_ground,False
ceramic_0544.png,ceramic,11,ceramic_ground,False
ceramic_0545.png,ceramic,22,ceramic_ground,False
ceramic_0546.png,ceramic,16,ceramic_ground,False
ceramic_0547.png,ceramic,8,wood,False
ceramic_0548.png,ceramic,33,ceramic_ground,False
ceramic_0549.png,ceramic,8,wood,False
ceramic_0550.png,ceramic,16,ceramic_ground,False
ceramic_0553.png,ceramic,-1,mixed_ambiguous,True
ceramic_0554.png,ceramic,22,ceramic_ground,False
ceramic_0555.png,ceramic,35,metal,False
ceramic_0556.png,ceramic,1,mixed_ambiguous,False
ceramic_0557.png,ceramic,22,ceramic_ground,False
ceramic_0558.png,ceramic,0,mixed_ambiguous,False
ceramic_0559.png,ceramic,34,ceramic_ground,False
ceramic_0560.png,ceramic,22,ceramic_ground,False
ceramic_0561.png,ceramic,22,ceramic_ground,False
ceramic_0562.png,ceramic,7,ceramic_ground,False
ceramic_0563.png,ceramic,22,ceramic_ground,False
ceramic_0564.png,ceramic,-1,mixed_ambiguous,True
ceramic_0565.png,ceramic,2,stone_rough,False
ceramic_0566.png,ceramic,8,wood,False
ceramic_0567.png,ceramic,21,brick_terracotta,False
ceramic_0568.png,ceramic,-1,mixed_ambiguous,True
ceramic_0569.png,ceramic,34,ceramic_ground,False
ceramic_0570.png,ceramic,5,mixed_ambiguous,False
