archivo,categoria,score,motivos,std_rgb,std_normal,media_azul,cociente_rg,desviacion_norma,std_rough,media_rough,confirmar_descarte
plaster_0066.png,plaster,7,"Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=61.9) | Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",0.0,61.92,250.03,0.999,0.002,0.0,255.0,si
plaster_0118.png,plaster,7,"Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=60.6) | Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",0.0,60.58,251.07,0.983,0.002,0.0,255.0,si
plaster_0146.png,plaster,7,"Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=61.5) | Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",0.0,61.54,251.39,1.005,0.002,0.0,255.0,si
plaster_0151.png,plaster,7,"Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=61.8) | Roughness completamente plano (std=0.00, media=253.0) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",0.0,61.83,244.96,1.005,0.013,0.0,253.0,si
plaster_0188.png,plaster,7,"Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=61.4) | Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",0.0,61.35,244.97,0.992,0.004,0.0,255.0,si
plaster_0192.png,plaster,7,"Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=62.7) | Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",0.0,62.73,244.17,0.999,0.004,0.0,255.0,si
plaster_0199.png,plaster,7,"Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=61.5) | Roughness completamente plano (std=0.00, media=250.0) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",0.0,61.46,245.82,0.978,0.007,0.0,250.0,si
plaster_0206.png,plaster,7,"Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=61.1) | Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",0.0,61.14,248.06,1.021,0.004,0.0,255.0,si
plaster_0213.png,plaster,7,"Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=60.6) | Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",0.0,60.64,248.66,1.005,0.004,0.0,255.0,si
plaster_0219.png,plaster,7,"Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=61.8) | Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",0.0,61.83,243.56,0.982,0.004,0.0,255.0,si
plaster_0249.png,plaster,7,"Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=61.5) | Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",0.0,61.47,251.68,1.008,0.002,0.0,255.0,si
metal_0246.png,metal,6,"Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=59.9) | Metallic completamente blanco en metal (inusual, std=0.00) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",0.0,59.87,255.0,1.0,0.0,0.99,47.66,si
metal_0294.png,metal,6,"Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=58.4) | Roughness casi plano, posible válido (std=0.00, media=46.0) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",0.0,58.37,253.42,1.036,0.01,0.0,46.0,si
metal_0306.png,metal,6,"Albedo muerto (std_rgb=2.2) con relieve fuerte (std_normal=57.7) | Metallic completamente blanco en metal (inusual, std=0.00) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",2.16,57.73,241.9,1.005,0.064,1.45,76.85,si
metal_0414.png,metal,6,"Albedo muerto (std_rgb=1.4) con relieve fuerte (std_normal=59.9) | Metallic completamente blanco en metal (inusual, std=0.00) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",1.41,59.89,248.83,1.011,0.02,6.56,71.57,si
metal_0547.png,metal,6,"Albedo muerto (std_rgb=2.2) con relieve fuerte (std_normal=60.0) | Metallic completamente blanco en metal (inusual, std=0.00) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",2.16,60.05,255.0,1.001,0.0,1.45,76.64,si
plaster_0017.png,plaster,6,"Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=61.7) | Roughness casi plano, posible válido (std=0.00, media=239.0) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",0.0,61.68,246.37,1.022,0.007,0.0,239.0,si
plaster_0025.png,plaster,6,"Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=61.5) | Roughness casi plano, posible válido (std=0.00, media=218.0) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",0.0,61.47,247.64,0.979,0.007,0.0,218.0,si
plaster_0127.png,plaster,6,"Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=61.8) | Roughness casi plano, posible válido (std=0.00, media=232.0) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",0.0,61.8,245.95,0.978,0.004,0.0,232.0,si
plaster_0187.png,plaster,6,"Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=60.6) | Roughness casi plano, posible válido (std=0.00, media=214.0) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",0.0,60.59,251.61,1.021,0.002,0.0,214.0,si
plaster_0189.png,plaster,6,"Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=60.9) | Roughness casi plano, posible válido (std=0.00, media=229.0) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",0.0,60.92,249.19,0.982,0.002,0.0,229.0,si
plaster_0236.png,plaster,6,"Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=60.5) | Roughness casi plano, posible válido (std=0.00, media=231.0) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",0.0,60.46,252.01,1.021,0.002,0.0,231.0,si
stone_0675.png,stone,6,Canal Z del normal bajo (media_azul=132.1 < 160) | Desequilibrio R/G del normal (ratio=0.67). Posible convención DirectX o corrupción. | Vectores normales no unitarios (desv_norma=0.322),10.49,53.24,132.05,0.671,0.322,4.54,173.78,si
wood_0020.png,wood,6,Canal Z del normal bajo (media_azul=159.2 < 160) | Vectores normales no unitarios (desv_norma=0.372) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6),0.0,47.3,159.21,1.003,0.372,4.49,230.52,si
wood_0174.png,wood,6,Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=51.5) | Vectores normales no unitarios (desv_norma=0.306) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6),0.0,51.49,163.69,0.998,0.306,4.15,52.63,si
ceramic_0086.png,ceramic,5,Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=56.0) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6),0.0,56.02,243.43,0.999,0.08,49.17,149.42,si
ceramic_0113.png,ceramic,5,Albedo muerto (std_rgb=4.5) con relieve fuerte (std_normal=59.7) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6),4.49,59.69,252.85,1.006,0.014,5.24,70.98,no
ceramic_0212.png,ceramic,5,Albedo muerto (std_rgb=0.4) con relieve fuerte (std_normal=59.6) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6),0.37,59.58,254.0,1.0,0.008,1.76,14.29,si
ceramic_0347.png,ceramic,5,Albedo muerto (std_rgb=0.1) con relieve fuerte (std_normal=59.6) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6),0.08,59.58,254.0,1.0,0.008,3.15,16.59,si
ceramic_0352.png,ceramic,5,Albedo muerto (std_rgb=4.9) con relieve fuerte (std_normal=59.6) | Near-duplicate de ceramic_0319.png (pHash dist ≤ 6),4.9,59.6,253.37,1.0,0.013,4.2,93.13,no
ceramic_0450.png,ceramic,5,Albedo muerto (std_rgb=1.5) con relieve fuerte (std_normal=60.3) | Near-duplicate de ceramic_0137.png (pHash dist ≤ 6),1.48,60.34,254.34,1.001,0.003,5.25,112.16,si
ceramic_0541.png,ceramic,5,Albedo muerto (std_rgb=3.0) con relieve fuerte (std_normal=59.7) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6),3.01,59.69,252.85,1.006,0.014,5.24,70.98,no
concrete_0129.png,concrete,5,Albedo muerto (std_rgb=4.8) con relieve fuerte (std_normal=54.2) | Near-duplicate de concrete_0076.png (pHash dist ≤ 6),4.78,54.2,242.14,1.0,0.1,4.13,178.37,no
concrete_0144.png,concrete,5,Albedo muerto (std_rgb=2.6) con relieve fuerte (std_normal=57.6) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6),2.62,57.63,249.11,1.0,0.043,7.8,218.05,si
ground_0000.png,ground,5,"Albedo muerto (std_rgb=3.8) con relieve fuerte (std_normal=60.4) | Roughness completamente plano (std=0.00, media=255.0)",3.82,60.39,249.4,0.996,0.013,0.0,255.0,si
metal_0105.png,metal,5,Albedo muerto (std_rgb=1.4) con relieve fuerte (std_normal=59.9) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6),1.41,59.9,252.69,1.015,0.011,5.26,69.29,si
metal_0247.png,metal,5,Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=60.5) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6),0.0,60.46,253.83,1.006,0.001,23.67,144.5,si
plaster_0201.png,plaster,5,Albedo muerto (std_rgb=1.3) con relieve fuerte (std_normal=60.6) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6),1.27,60.63,250.43,1.0,0.006,20.78,195.32,si
stone_0030.png,stone,5,Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=57.8) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6),0.0,57.8,250.37,1.012,0.033,4.65,176.97,si
stone_0102.png,stone,5,Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=57.1) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6),0.0,57.08,247.2,0.985,0.051,8.32,191.94,si
stone_0304.png,stone,5,Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=55.8) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6),0.0,55.8,245.11,0.982,0.071,7.17,183.19,si
stone_0373.png,stone,5,Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=58.6) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6),0.0,58.56,250.21,1.002,0.035,6.44,182.05,si
stone_0517.png,stone,5,Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=56.8) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6),0.0,56.79,245.43,1.012,0.068,4.75,174.19,si
stone_0559.png,stone,5,Albedo muerto (std_rgb=0.8) con relieve fuerte (std_normal=59.2) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6),0.82,59.22,247.64,1.001,0.03,16.75,164.2,si
stone_0760.png,stone,5,Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=53.6) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6),0.0,53.6,239.91,0.996,0.105,5.74,177.97,si
wood_0055.png,wood,5,Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=58.2) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6),0.0,58.2,228.09,1.0,0.089,5.38,36.42,si
wood_0177.png,wood,5,Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=57.6) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6),0.0,57.64,244.54,0.994,0.062,29.99,173.2,si
wood_0181.png,wood,5,Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=59.3) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6),0.0,59.27,252.34,1.0,0.016,28.31,169.97,si
wood_0316.png,wood,5,Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=55.8) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6),0.0,55.84,235.05,1.002,0.117,34.28,179.46,si
wood_0424.png,wood,5,Albedo muerto (std_rgb=0.0) con relieve fuerte (std_normal=58.9) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6),0.0,58.91,251.9,0.999,0.017,12.99,229.21,si
concrete_0033.png,concrete,4,"Albedo muerto (std_rgb=2.7) con relieve fuerte (std_normal=56.8) | Roughness casi plano, posible válido (std=2.22, media=120.1)",2.67,56.84,247.65,0.998,0.056,2.22,120.13,no
ground_0249.png,ground,4,"Albedo muerto (std_rgb=2.6) con relieve fuerte (std_normal=59.2) | Roughness casi plano, posible válido (std=2.31, media=236.7)",2.56,59.24,249.35,1.011,0.025,2.31,236.65,si
marble_0082.png,marble,4,"Albedo muerto (std_rgb=2.4) con relieve fuerte (std_normal=59.9) | Roughness casi plano, posible válido (std=0.01, media=127.0)",2.41,59.87,255.0,1.0,0.0,0.01,127.0,si
metal_0016.png,metal,4,"Albedo muerto (std_rgb=3.6) con relieve fuerte (std_normal=58.0) | Metallic completamente blanco en metal (inusual, std=0.00)",3.58,58.04,233.18,0.993,0.086,19.64,104.09,si
metal_0025.png,metal,4,"Albedo muerto (std_rgb=3.1) con relieve fuerte (std_normal=57.9) | Metallic completamente blanco en metal (inusual, std=0.00)",3.09,57.9,234.74,0.993,0.088,17.85,103.72,si
metal_0036.png,metal,4,"Albedo muerto (std_rgb=3.6) con relieve fuerte (std_normal=59.6) | Metallic completamente blanco en metal (inusual, std=0.00)",3.64,59.64,255.0,1.002,0.0,18.19,123.15,si
metal_0040.png,metal,4,"Albedo muerto (std_rgb=3.8) con relieve fuerte (std_normal=59.6) | Metallic completamente blanco en metal (inusual, std=0.00)",3.83,59.6,254.0,1.0,0.008,1.51,30.5,si
metal_0076.png,metal,4,"Albedo muerto (std_rgb=2.8) con relieve fuerte (std_normal=59.3) | Metallic completamente blanco en metal (inusual, std=0.00)",2.83,59.25,253.19,1.0,0.014,4.64,75.95,si
metal_0084.png,metal,4,"Albedo muerto (std_rgb=2.1) con relieve fuerte (std_normal=59.6) | Metallic completamente blanco en metal (inusual, std=0.00)",2.06,59.63,248.73,0.983,0.018,12.27,94.68,si
metal_0107.png,metal,4,"Albedo muerto (std_rgb=3.7) con relieve fuerte (std_normal=59.6) | Metallic completamente blanco en metal (inusual, std=0.00)",3.66,59.63,253.96,1.0,0.008,4.69,51.71,si
metal_0130.png,metal,4,"Albedo muerto (std_rgb=1.7) con relieve fuerte (std_normal=58.4) | Metallic completamente blanco en metal (inusual, std=0.00)",1.75,58.44,247.02,0.999,0.043,13.09,94.83,si
metal_0136.png,metal,4,"Albedo muerto (std_rgb=2.7) con relieve fuerte (std_normal=60.1) | Metallic completamente blanco en metal (inusual, std=0.00)",2.73,60.1,254.99,1.008,0.0,10.47,51.66,si
metal_0140.png,metal,4,"Albedo muerto (std_rgb=3.9) con relieve fuerte (std_normal=59.4) | Metallic completamente blanco en metal (inusual, std=0.00)",3.91,59.41,253.47,0.984,0.012,8.22,119.71,si
metal_0167.png,metal,4,"Albedo muerto (std_rgb=1.5) con relieve fuerte (std_normal=59.7) | Metallic completamente blanco en metal (inusual, std=0.00)",1.46,59.65,254.99,0.997,0.0,4.33,57.82,si
metal_0171.png,metal,4,"Roughness casi plano, posible válido (std=0.30, media=35.9) | Metallic completamente blanco en metal (inusual, std=0.00) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",42.7,60.44,254.94,1.0,0.004,0.3,35.9,si
metal_0180.png,metal,4,"Roughness casi plano, posible válido (std=0.00, media=46.0) | Metallic completamente blanco en metal (inusual, std=0.00) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",43.52,60.54,253.89,1.022,0.006,0.0,46.0,si
metal_0185.png,metal,4,"Albedo muerto (std_rgb=2.1) con relieve fuerte (std_normal=59.7) | Metallic completamente blanco en metal (inusual, std=0.00)",2.14,59.7,255.0,1.008,0.0,17.38,125.47,si
metal_0190.png,metal,4,"Albedo muerto (std_rgb=2.2) con relieve fuerte (std_normal=59.8) | Metallic completamente blanco en metal (inusual, std=0.00)",2.21,59.84,254.79,1.0,0.002,8.85,158.54,si
metal_0215.png,metal,4,"Albedo muerto (std_rgb=2.3) con relieve fuerte (std_normal=59.5) | Metallic completamente blanco en metal (inusual, std=0.00)",2.27,59.47,250.36,1.015,0.021,15.29,95.81,si
metal_0220.png,metal,4,"Albedo muerto (std_rgb=0.7) con relieve fuerte (std_normal=59.9) | Metallic completamente blanco en metal (inusual, std=0.00)",0.72,59.86,246.68,1.0,0.025,1.12,25.48,si
metal_0228.png,metal,4,"Albedo muerto (std_rgb=2.6) con relieve fuerte (std_normal=59.6) | Metallic completamente blanco en metal (inusual, std=0.00)",2.58,59.62,254.0,1.0,0.008,4.4,49.26,si
metal_0251.png,metal,4,"Albedo muerto (std_rgb=2.2) con relieve fuerte (std_normal=59.9) | Metallic completamente blanco en metal (inusual, std=0.00)",2.23,59.85,254.83,1.0,0.001,4.19,61.06,si
metal_0257.png,metal,4,"Albedo muerto (std_rgb=2.0) con relieve fuerte (std_normal=59.7) | Metallic completamente blanco en metal (inusual, std=0.00)",2.01,59.67,255.0,1.006,0.0,16.62,124.74,si
metal_0258.png,metal,4,"Albedo muerto (std_rgb=4.0) con relieve fuerte (std_normal=59.5) | Metallic completamente blanco en metal (inusual, std=0.00)",3.95,59.45,253.62,1.0,0.011,1.66,165.53,si
metal_0267.png,metal,4,"Albedo muerto (std_rgb=1.1) con relieve fuerte (std_normal=59.8) | Metallic completamente blanco en metal (inusual, std=0.00)",1.14,59.84,254.78,1.0,0.002,11.77,135.63,si
metal_0301.png,metal,4,"Roughness casi plano, posible válido (std=0.00, media=46.0) | Metallic completamente blanco en metal (inusual, std=0.00) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",43.52,59.4,253.53,0.984,0.009,0.0,46.0,si
metal_0336.png,metal,4,"Albedo muerto (std_rgb=3.3) con relieve fuerte (std_normal=60.4) | Metallic completamente blanco en metal (inusual, std=0.00)",3.31,60.44,255.0,0.989,0.0,7.32,75.58,si
metal_0340.png,metal,4,"Albedo muerto (std_rgb=2.4) con relieve fuerte (std_normal=59.8) | Metallic completamente blanco en metal (inusual, std=0.00)",2.42,59.8,254.99,1.012,0.0,5.13,68.82,si
metal_0346.png,metal,4,"Albedo muerto (std_rgb=1.1) con relieve fuerte (std_normal=58.9) | Metallic completamente blanco en metal (inusual, std=0.00)",1.09,58.93,249.71,1.007,0.024,9.98,93.76,si
metal_0387.png,metal,4,"Albedo muerto (std_rgb=2.3) con relieve fuerte (std_normal=58.4) | Metallic completamente blanco en metal (inusual, std=0.00)",2.26,58.44,246.13,1.0,0.043,14.34,95.75,si
metal_0406.png,metal,4,"Albedo muerto (std_rgb=1.4) con relieve fuerte (std_normal=60.6) | Metallic completamente blanco en metal (inusual, std=0.00)",1.45,60.58,254.99,1.002,0.0,4.63,53.91,si
metal_0408.png,metal,4,"Albedo muerto (std_rgb=3.5) con relieve fuerte (std_normal=60.2) | Metallic completamente blanco en metal (inusual, std=0.00)",3.51,60.22,255.0,1.015,0.0,8.5,66.1,si
metal_0409.png,metal,4,"Albedo muerto (std_rgb=1.1) con relieve fuerte (std_normal=59.4) | Roughness casi plano, posible válido (std=0.00, media=128.0)",1.09,59.36,253.38,0.978,0.012,0.0,128.0,no
metal_0418.png,metal,4,"Albedo muerto (std_rgb=3.1) con relieve fuerte (std_normal=60.1) | Metallic completamente blanco en metal (inusual, std=0.00)",3.08,60.1,254.99,0.984,0.0,12.88,103.21,si
metal_0420.png,metal,4,"Albedo muerto (std_rgb=3.2) con relieve fuerte (std_normal=60.3) | Metallic completamente blanco en metal (inusual, std=0.00)",3.24,60.31,255.0,1.0,0.0,10.44,50.36,si
metal_0447.png,metal,4,"Albedo muerto (std_rgb=3.8) con relieve fuerte (std_normal=59.8) | Metallic completamente blanco en metal (inusual, std=0.00)",3.81,59.81,255.0,1.012,0.0,9.07,80.12,si
metal_0448.png,metal,4,"Albedo muerto (std_rgb=0.5) con relieve fuerte (std_normal=59.8) | Metallic completamente blanco en metal (inusual, std=0.00)",0.5,59.84,254.79,1.0,0.002,8.85,158.54,si
metal_0453.png,metal,4,"Albedo muerto (std_rgb=0.7) con relieve fuerte (std_normal=59.8) | Metallic completamente blanco en metal (inusual, std=0.00)",0.65,59.83,254.73,1.0,0.002,9.12,69.09,si
metal_0455.png,metal,4,"Albedo muerto (std_rgb=3.5) con relieve fuerte (std_normal=58.6) | Metallic completamente blanco en metal (inusual, std=0.00)",3.49,58.58,239.52,0.986,0.069,19.27,101.12,si
metal_0461.png,metal,4,"Albedo muerto (std_rgb=2.0) con relieve fuerte (std_normal=60.4) | Metallic completamente blanco en metal (inusual, std=0.00)",1.95,60.41,248.96,1.001,0.014,11.03,52.98,si
metal_0463.png,metal,4,"Albedo muerto (std_rgb=3.0) con relieve fuerte (std_normal=54.4) | Metallic completamente blanco en metal (inusual, std=0.29)",3.03,54.39,242.37,1.006,0.099,2.44,70.43,no
metal_0498.png,metal,4,"Albedo muerto (std_rgb=3.7) con relieve fuerte (std_normal=54.7) | Metallic completamente blanco en metal (inusual, std=0.00)",3.71,54.71,233.78,0.992,0.123,19.73,110.5,si
metal_0503.png,metal,4,"Albedo muerto (std_rgb=2.8) con relieve fuerte (std_normal=60.0) | Metallic completamente blanco en metal (inusual, std=0.00)",2.81,60.03,254.9,1.001,0.001,1.8,45.22,si
metal_0509.png,metal,4,"Albedo muerto (std_rgb=2.7) con relieve fuerte (std_normal=60.2) | Metallic completamente blanco en metal (inusual, std=0.00)",2.7,60.18,255.0,1.016,0.0,11.04,97.06,si
metal_0518.png,metal,4,"Albedo muerto (std_rgb=3.6) con relieve fuerte (std_normal=59.5) | Metallic completamente blanco en metal (inusual, std=0.00)",3.58,59.54,253.8,1.0,0.009,4.86,76.59,si
metal_0522.png,metal,4,"Albedo muerto (std_rgb=2.9) con relieve fuerte (std_normal=60.3) | Metallic completamente blanco en metal (inusual, std=0.00)",2.93,60.31,255.0,0.986,0.0,24.92,138.74,si
metal_0525.png,metal,4,"Roughness casi plano, posible válido (std=0.00, media=46.0) | Metallic completamente blanco en metal (inusual, std=0.00) | Near-duplicate de ceramic_0054.png (pHash dist ≤ 6)",43.52,60.9,252.31,0.962,0.017,0.0,46.0,si
metal_0526.png,metal,4,"Albedo muerto (std_rgb=1.6) con relieve fuerte (std_normal=59.6) | Metallic completamente blanco en metal (inusual, std=1.34)",1.56,59.6,252.9,1.008,0.013,15.42,62.47,no
metal_0540.png,metal,4,"Albedo muerto (std_rgb=2.8) con relieve fuerte (std_normal=60.6) | Metallic completamente blanco en metal (inusual, std=0.00)",2.78,60.58,255.0,0.999,0.0,11.15,78.13,si
metal_0542.png,metal,4,"Albedo muerto (std_rgb=2.9) con relieve fuerte (std_normal=59.7) | Metallic completamente blanco en metal (inusual, std=0.00)",2.9,59.67,254.99,1.005,0.0,13.98,114.13,si
plaster_0018.png,plaster,4,"Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de plaster_0007.png (pHash dist ≤ 6)",13.58,54.79,242.23,1.0,0.094,0.0,255.0,si
plaster_0039.png,plaster,4,"Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de plaster_0007.png (pHash dist ≤ 6)",54.44,54.82,242.47,1.0,0.093,0.0,255.0,si
plaster_0042.png,plaster,4,"Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de plaster_0007.png (pHash dist ≤ 6)",29.05,55.02,242.94,1.0,0.09,0.0,255.0,si
plaster_0046.png,plaster,4,"Roughness completamente plano (std=0.00, media=255.0) | Near-duplicate de plaster_0007.png (pHash dist ≤ 6)",32.84,54.89,242.64,1.0,0.092,0.0,255.0,si
plaster_0050.png,plaster,4,"Albedo muerto (std_rgb=3.7) con relieve fuerte (std_normal=59.2) | Roughness casi plano, posible válido (std=0.93, media=148.6)",3.68,59.21,253.01,1.0,0.015,0.93,148.55,no
